REF_DATE,GEO,Age group,Pregnancy outcomes,VALUE
2000,"Newfoundland and Labrador, place of residence of females",25 to 29 years,"Total, pregnancies",105.1
2000,"Newfoundland and Labrador, place of residence of females",25 to 29 years,Live births,1580
2000,"Newfoundland and Labrador, place of residence of females",25 to 29 years,Live births,90.9
2000,"Newfoundland and Labrador, place of residence of females",25 to 29 years,Induced abortions,204
2000,"Newfoundland and Labrador, place of residence of females",25 to 29 years,Induced abortions,11.7
2000,"Newfoundland and Labrador, place of residence of females",25 to 29 years,Fetal loss,43
2000,"Newfoundland and Labrador, place of residence of females",25 to 29 years,Fetal loss,2.5
2000,"Newfoundland and Labrador, place of residence of females",30 to 34 years,"Total, pregnancies",1519
2000,"Newfoundland and Labrador, place of residence of females",30 to 34 years,"Total, pregnancies",76.2
2000,"Newfoundland and Labrador, place of residence of females",30 to 34 years,Live births,1343
2000,"Newfoundland and Labrador, place of residence of females",30 to 34 years,Live births,67.4
2000,"Newfoundland and Labrador, place of residence of females",30 to 34 years,Induced abortions,137
2000,"Newfoundland and Labrador, place of residence of females",30 to 34 years,Induced abortions,6.9
2000,"Newfoundland and Labrador, place of residence of females",30 to 34 years,Fetal loss,39
2000,"Newfoundland and Labrador, place of residence of females",30 to 34 years,Fetal loss,2.0
2000,"Newfoundland and Labrador, place of residence of females",35 to 39 years,"Total, pregnancies",521
2000,"Newfoundland and Labrador, place of residence of females",35 to 39 years,"Total, pregnancies",23.3
2000,"Newfoundland and Labrador, place of residence of females",35 to 39 years,Live births,435
2000,"Newfoundland and Labrador, place of residence of females",35 to 39 years,Live births,19.4
2000,"Newfoundland and Labrador, place of residence of females",35 to 39 years,Induced abortions,61
2000,"Newfoundland and Labrador, place of residence of females",35 to 39 years,Induced abortions,2.7
2000,"Newfoundland and Labrador, place of residence of females",35 to 39 years,Fetal loss,25
2000,"Newfoundland and Labrador, place of residence of females",35 to 39 years,Fetal loss,1.1
2000,"Newfoundland and Labrador, place of residence of females",40 years and over,"Total, pregnancies",54
2000,"Newfoundland and Labrador, place of residence of females",40 years and over,"Total, pregnancies",2.4
2000,"Newfoundland and Labrador, place of residence of females",40 years and over,Live births,36
2000,"Newfoundland and Labrador, place of residence of females",40 years and over,Live births,1.6
2000,"Newfoundland and Labrador, place of residence of females",40 years and over,Induced abortions,12
2000,"Newfoundland and Labrador, place of residence of females",40 years and over,Induced abortions,0.5
2000,"Newfoundland and Labrador, place of residence of females",40 years and over,Fetal loss,6
2000,"Newfoundland and Labrador, place of residence of females",40 years and over,Fetal loss,0.3
2000,"Newfoundland and Labrador, place of residence of females",Unknown age group,"Total, pregnancies",0
2000,"Newfoundland and Labrador, place of residence of females",Unknown age group,Live births,0
2000,"Newfoundland and Labrador, place of residence of females",Unknown age group,Induced abortions,0
2000,"Newfoundland and Labrador, place of residence of females",Unknown age group,Fetal loss,0
2000,"Prince Edward Island, place of residence of females",All ages,"Total, pregnancies",1643
2000,"Prince Edward Island, place of residence of females",All ages,"Total, pregnancies",47.7
2000,"Prince Edward Island, place of residence of females",All ages,Live births,1441
2000,"Prince Edward Island, place of residence of females",All ages,Live births,41.8
2000,"Prince Edward Island, place of residence of females",All ages,Induced abortions,158
2000,"Prince Edward Island, place of residence of females",All ages,Induced abortions,4.6
2000,"Prince Edward Island, place of residence of females",All ages,Fetal loss,44
2000,"Prince Edward Island, place of residence of females",All ages,Fetal loss,1.3
2000,"Prince Edward Island, place of residence of females",Under 20 years,"Total, pregnancies",156
2000,"Prince Edward Island, place of residence of females",Under 20 years,"Total, pregnancies",25.9
2000,"Prince Edward Island, place of residence of females",Under 20 years,Live births,
2000,"Prince Edward Island, place of residence of females",Under 20 years,Live births,
2000,"Prince Edward Island, place of residence of females",Under 20 years,Induced abortions,
2000,"Prince Edward Island, place of residence of females",Under 20 years,Induced abortions,
2000,"Prince Edward Island, place of residence of females",Under 20 years,Fetal loss,
2000,"Prince Edward Island, place of residence of females",Under 20 years,Fetal loss,
2000,"Prince Edward Island, place of residence of females",Under 15 years,"Total, pregnancies",1
2000,"Prince Edward Island, place of residence of females",Under 15 years,"Total, pregnancies",1.0
2000,"Prince Edward Island, place of residence of females",Under 15 years,Live births,
2000,"Prince Edward Island, place of residence of females",Under 15 years,Live births,
2000,"Prince Edward Island, place of residence of females",Under 15 years,Induced abortions,
2000,"Prince Edward Island, place of residence of females",Under 15 years,Induced abortions,
2000,"Prince Edward Island, place of residence of females",Under 15 years,Fetal loss,
2000,"Prince Edward Island, place of residence of females",Under 15 years,Fetal loss,
2000,"Prince Edward Island, place of residence of females",15 to 19 years,"Total, pregnancies",155
2000,"Prince Edward Island, place of residence of females",15 to 19 years,"Total, pregnancies",31.1
2000,"Prince Edward Island, place of residence of females",15 to 19 years,Live births,120
2000,"Prince Edward Island, place of residence of females",15 to 19 years,Live births,24.1
2000,"Prince Edward Island, place of residence of females",15 to 19 years,Induced abortions,29
2000,"Prince Edward Island, place of residence of females",15 to 19 years,Induced abortions,5.8
2000,"Prince Edward Island, place of residence of females",15 to 19 years,Fetal loss,6
2000,"Prince Edward Island, place of residence of females",15 to 19 years,Fetal loss,1.2
2000,"Prince Edward Island, place of residence of females",15 to 17 years,"Total, pregnancies",56
2000,"Prince Edward Island, place of residence of females",15 to 17 years,"Total, pregnancies",18.8
2000,"Prince Edward Island, place of residence of females",15 to 17 years,Live births,43
2000,"Prince Edward Island, place of residence of females",15 to 17 years,Live births,14.4
2000,"Prince Edward Island, place of residence of females",15 to 17 years,Induced abortions,10
2000,"Prince Edward Island, place of residence of females",15 to 17 years,Induced abortions,3.4
2000,"Prince Edward Island, place of residence of females",15 to 17 years,Fetal loss,3
2000,"Prince Edward Island, place of residence of females",15 to 17 years,Fetal loss,1.0
2000,"Prince Edward Island, place of residence of females",18 to 19 years,"Total, pregnancies",99
2000,"Prince Edward Island, place of residence of females",18 to 19 years,"Total, pregnancies",49.5
2000,"Prince Edward Island, place of residence of females",18 to 19 years,Live births,77
2000,"Prince Edward Island, place of residence of females",18 to 19 years,Live births,38.5
2000,"Prince Edward Island, place of residence of females",18 to 19 years,Induced abortions,19
2000,"Prince Edward Island, place of residence of females",18 to 19 years,Induced abortions,9.5
2000,"Prince Edward Island, place of residence of females",18 to 19 years,Fetal loss,3
2000,"Prince Edward Island, place of residence of females",18 to 19 years,Fetal loss,1.5
2000,"Prince Edward Island, place of residence of females",20 to 24 years,"Total, pregnancies",396
2000,"Prince Edward Island, place of residence of females",20 to 24 years,"Total, pregnancies",88.1
2000,"Prince Edward Island, place of residence of females",20 to 24 years,Live births,335
2000,"Prince Edward Island, place of residence of females",20 to 24 years,Live births,74.5
2000,"Prince Edward Island, place of residence of females",20 to 24 years,Induced abortions,49
2000,"Prince Edward Island, place of residence of females",20 to 24 years,Induced abortions,10.9
2000,"Prince Edward Island, place of residence of females",20 to 24 years,Fetal loss,12
2000,"Prince Edward Island, place of residence of females",20 to 24 years,Fetal loss,2.7
2000,"Prince Edward Island, place of residence of females",25 to 29 years,"Total, pregnancies",475
2000,"Prince Edward Island, place of residence of females",25 to 29 years,"Total, pregnancies",110.2
2000,"Prince Edward Island, place of residence of females",25 to 29 years,Live births,430
2000,"Prince Edward Island, place of residence of females",25 to 29 years,Live births,99.8
2000,"Prince Edward Island, place of residence of females",25 to 29 years,Induced abortions,33
2000,"Prince Edward Island, place of residence of females",25 to 29 years,Induced abortions,7.7
2000,"Prince Edward Island, place of residence of females",25 to 29 years,Fetal loss,12
2000,"Prince Edward Island, place of residence of females",25 to 29 years,Fetal loss,2.8
2000,"Prince Edward Island, place of residence of females",30 to 34 years,"Total, pregnancies",406
2000,"Prince Edward Island, place of residence of females",30 to 34 years,"Total, pregnancies",90.1
2000,"Prince Edward Island, place of residence of females",30 to 34 years,Live births,376
2000,"Prince Edward Island, place of residence of females",30 to 34 years,Live births,83.4
2000,"Prince Edward Island, place of residence of females",30 to 34 years,Induced abortions,23
2000,"Prince Edward Island, place of residence of females",30 to 34 years,Induced abortions,5.1
2000,"Prince Edward Island, place of residence of females",30 to 34 years,Fetal loss,7
2000,"Prince Edward Island, place of residence of females",30 to 34 years,Fetal loss,1.6
2000,"Prince Edward Island, place of residence of females",35 to 39 years,"Total, pregnancies",176
2000,"Prince Edward Island, place of residence of females",35 to 39 years,"Total, pregnancies",31.5
2000,"Prince Edward Island, place of residence of females",35 to 39 years,Live births,152
2000,"Prince Edward Island, place of residence of females",35 to 39 years,Live births,27.2
2000,"Prince Edward Island, place of residence of females",35 to 39 years,Induced abortions,18
2000,"Prince Edward Island, place of residence of females",35 to 39 years,Induced abortions,3.2
2000,"Prince Edward Island, place of residence of females",35 to 39 years,Fetal loss,6
2000,"Prince Edward Island, place of residence of females",35 to 39 years,Fetal loss,1.1
2000,"Prince Edward Island, place of residence of females",40 years and over,"Total, pregnancies",34
2000,"Prince Edward Island, place of residence of females",40 years and over,"Total, pregnancies",6.1
2000,"Prince Edward Island, place of residence of females",40 years and over,Live births,
2000,"Prince Edward Island, place of residence of females",40 years and over,Live births,
2000,"Prince Edward Island, place of residence of females",40 years and over,Induced abortions,
2000,"Prince Edward Island, place of residence of females",40 years and over,Induced abortions,
2000,"Prince Edward Island, place of residence of females",40 years and over,Fetal loss,
2000,"Prince Edward Island, place of residence of females",40 years and over,Fetal loss,
2000,"Prince Edward Island, place of residence of females",Unknown age group,"Total, pregnancies",0
2000,"Prince Edward Island, place of residence of females",Unknown age group,Live births,0
2000,"Prince Edward Island, place of residence of females",Unknown age group,Induced abortions,0
2000,"Prince Edward Island, place of residence of females",Unknown age group,Fetal loss,0
2000,"Nova Scotia, place of residence of females",All ages,"Total, pregnancies",11226
2000,"Nova Scotia, place of residence of females",All ages,"Total, pregnancies",46.6
2000,"Nova Scotia, place of residence of females",All ages,Live births,9116
2000,"Nova Scotia, place of residence of females",All ages,Live births,37.8
2000,"Nova Scotia, place of residence of females",All ages,Induced abortions,1989
2000,"Nova Scotia, place of residence of females",All ages,Induced abortions,8.2
2000,"Nova Scotia, place of residence of females",All ages,Fetal loss,121
2000,"Nova Scotia, place of residence of females",All ages,Fetal loss,0.5
2000,"Nova Scotia, place of residence of females",Under 20 years,"Total, pregnancies",995
2000,"Nova Scotia, place of residence of females",Under 20 years,"Total, pregnancies",27.0
2000,"Nova Scotia, place of residence of females",Under 20 years,Live births,585
2000,"Nova Scotia, place of residence of females",Under 20 years,Live births,15.9
2000,"Nova Scotia, place of residence of females",Under 20 years,Induced abortions,403
2000,"Nova Scotia, place of residence of females",Under 20 years,Induced abortions,10.9
2000,"Nova Scotia, place of residence of females",Under 20 years,Fetal loss,7
2000,"Nova Scotia, place of residence of females",Under 20 years,Fetal loss,0.2
2000,"Nova Scotia, place of residence of females",Under 15 years,"Total, pregnancies",13
2000,"Nova Scotia, place of residence of females",Under 15 years,"Total, pregnancies",2.1
2000,"Nova Scotia, place of residence of females",Under 15 years,Live births,4
2000,"Nova Scotia, place of residence of females",Under 15 years,Live births,0.7
2000,"Nova Scotia, place of residence of females",Under 15 years,Induced abortions,9
2000,"Nova Scotia, place of residence of females",Under 15 years,Induced abortions,1.5
2000,"Nova Scotia, place of residence of females",Under 15 years,Fetal loss,0
2000,"Nova Scotia, place of residence of females",Under 15 years,Fetal loss,0.0
2000,"Nova Scotia, place of residence of females",15 to 19 years,"Total, pregnancies",982
2000,"Nova Scotia, place of residence of females",15 to 19 years,"Total, pregnancies",31.9
2000,"Nova Scotia, place of residence of females",15 to 19 years,Live births,581
2000,"Nova Scotia, place of residence of females",15 to 19 years,Live births,18.9
2000,"Nova Scotia, place of residence of females",15 to 19 years,Induced abortions,394
2000,"Nova Scotia, place of residence of females",15 to 19 years,Induced abortions,12.8
2000,"Nova Scotia, place of residence of females",15 to 19 years,Fetal loss,7
2000,"Nova Scotia, place of residence of females",15 to 19 years,Fetal loss,0.2
2000,"Nova Scotia, place of residence of females",15 to 17 years,"Total, pregnancies",347
2000,"Nova Scotia, place of residence of females",15 to 17 years,"Total, pregnancies",18.9
2000,"Nova Scotia, place of residence of females",15 to 17 years,Live births,193
2000,"Nova Scotia, place of residence of females",15 to 17 years,Live births,10.5
2000,"Nova Scotia, place of residence of females",15 to 17 years,Induced abortions,151
2000,"Nova Scotia, place of residence of females",15 to 17 years,Induced abortions,8.2
2000,"Nova Scotia, place of residence of females",15 to 17 years,Fetal loss,3
2000,"Nova Scotia, place of residence of females",15 to 17 years,Fetal loss,0.2
2000,"Nova Scotia, place of residence of females",18 to 19 years,"Total, pregnancies",635
2000,"Nova Scotia, place of residence of females",18 to 19 years,"Total, pregnancies",51.2
2000,"Nova Scotia, place of residence of females",18 to 19 years,Live births,388
2000,"Nova Scotia, place of residence of females",18 to 19 years,Live births,31.3
2000,"Nova Scotia, place of residence of females",18 to 19 years,Induced abortions,243
2000,"Nova Scotia, place of residence of females",18 to 19 years,Induced abortions,19.6
2000,"Nova Scotia, place of residence of females",18 to 19 years,Fetal loss,4
2000,"Nova Scotia, place of residence of females",18 to 19 years,Fetal loss,0.3
2000,"Nova Scotia, place of residence of females",20 to 24 years,"Total, pregnancies",2635
2000,"Nova Scotia, place of residence of females",20 to 24 years,"Total, pregnancies",86.3
2000,"Nova Scotia, place of residence of females",20 to 24 years,Live births,1893
2000,"Nova Scotia, place of residence of females",20 to 24 years,Live births,62.0
2000,"Nova Scotia, place of residence of females",20 to 24 years,Induced abortions,724
2000,"Nova Scotia, place of residence of females",20 to 24 years,Induced abortions,23.7
2000,"Nova Scotia, place of residence of females",20 to 24 years,Fetal loss,18
2000,"Nova Scotia, place of residence of females",20 to 24 years,Fetal loss,0.6
2000,"Nova Scotia, place of residence of females",25 to 29 years,"Total, pregnancies",3371
2000,"Nova Scotia, place of residence of females",25 to 29 years,"Total, pregnancies",108.3
2000,"Nova Scotia, place of residence of females",25 to 29 years,Live births,2906
2000,"Nova Scotia, place of residence of females",25 to 29 years,Live births,93.3
2000,"Nova Scotia, place of residence of females",25 to 29 years,Induced abortions,425
2000,"Nova Scotia, place of residence of females",25 to 29 years,Induced abortions,13.6
2000,"Nova Scotia, place of residence of females",25 to 29 years,Fetal loss,40
2000,"Nova Scotia, place of residence of females",25 to 29 years,Fetal loss,1.3
2000,"Nova Scotia, place of residence of females",30 to 34 years,"Total, pregnancies",2757
2000,"Nova Scotia, place of residence of females",30 to 34 years,"Total, pregnancies",84.2
2000,"Nova Scotia, place of residence of females",30 to 34 years,Live births,2497
2000,"Nova Scotia, place of residence of females",30 to 34 years,Live births,76.2
2000,"Nova Scotia, place of residence of females",30 to 34 years,Induced abortions,235
2000,"Nova Scotia, place of residence of females",30 to 34 years,Induced abortions,7.2
2000,"Nova Scotia, place of residence of females",30 to 34 years,Fetal loss,25
2000,"Nova Scotia, place of residence of females",30 to 34 years,Fetal loss,0.8
2000,"Nova Scotia, place of residence of females",35 to 39 years,"Total, pregnancies",1225
2000,"Nova Scotia, place of residence of females",35 to 39 years,"Total, pregnancies",30.3
2000,"Nova Scotia, place of residence of females",35 to 39 years,Live births,1061
2000,"Nova Scotia, place of residence of females",35 to 39 years,Live births,26.3
2000,"Nova Scotia, place of residence of females",35 to 39 years,Induced abortions,143
2000,"Nova Scotia, place of residence of females",35 to 39 years,Induced abortions,3.5
2000,"Nova Scotia, place of residence of females",35 to 39 years,Fetal loss,21
2000,"Nova Scotia, place of residence of females",35 to 39 years,Fetal loss,0.5
2000,"Nova Scotia, place of residence of females",40 years and over,"Total, pregnancies",242
2000,"Nova Scotia, place of residence of females",40 years and over,"Total, pregnancies",6.1
2000,"Nova Scotia, place of residence of females",40 years and over,Live births,173
2000,"Nova Scotia, place of residence of females",40 years and over,Live births,4.4
2000,"Nova Scotia, place of residence of females",40 years and over,Induced abortions,59
2000,"Nova Scotia, place of residence of females",40 years and over,Induced abortions,1.5
2000,"Nova Scotia, place of residence of females",40 years and over,Fetal loss,10
2000,"Nova Scotia, place of residence of females",40 years and over,Fetal loss,0.3
2000,"Nova Scotia, place of residence of females",Unknown age group,"Total, pregnancies",1
2000,"Nova Scotia, place of residence of females",Unknown age group,Live births,1
2000,"Nova Scotia, place of residence of females",Unknown age group,Induced abortions,0
2000,"Nova Scotia, place of residence of females",Unknown age group,Fetal loss,0
2000,"New Brunswick, place of residence of females",All ages,"Total, pregnancies",8694
2000,"New Brunswick, place of residence of females",All ages,"Total, pregnancies",44.6
2000,"New Brunswick, place of residence of females",All ages,Live births,7347
2000,"New Brunswick, place of residence of females",All ages,Live births,37.7
2000,"New Brunswick, place of residence of females",All ages,Induced abortions,1098
2000,"New Brunswick, place of residence of females",All ages,Induced abortions,5.6
2000,"New Brunswick, place of residence of females",All ages,Fetal loss,249
2000,"New Brunswick, place of residence of females",All ages,Fetal loss,1.3
2000,"New Brunswick, place of residence of females",Under 20 years,"Total, pregnancies",847
2000,"New Brunswick, place of residence of females",Under 20 years,"Total, pregnancies",28.1
2000,"New Brunswick, place of residence of females",Under 20 years,Live births,557
2000,"New Brunswick, place of residence of females",Under 20 years,Live births,18.5
2000,"New Brunswick, place of residence of females",Under 20 years,Induced abortions,
2000,"New Brunswick, place of residence of females",Under 20 years,Induced abortions,
2000,"New Brunswick, place of residence of females",Under 20 years,Fetal loss,
2000,"New Brunswick, place of residence of females",Under 20 years,Fetal loss,
2000,"New Brunswick, place of residence of females",Under 15 years,"Total, pregnancies",8
2000,"New Brunswick, place of residence of females",Under 15 years,"Total, pregnancies",1.6
2000,"New Brunswick, place of residence of females",Under 15 years,Live births,3
2000,"New Brunswick, place of residence of females",Under 15 years,Live births,0.6
2000,"New Brunswick, place of residence of females",Under 15 years,Induced abortions,
2000,"New Brunswick, place of residence of females",Under 15 years,Induced abortions,
2000,"New Brunswick, place of residence of females",Under 15 years,Fetal loss,
2000,"New Brunswick, place of residence of females",Under 15 years,Fetal loss,
2000,"New Brunswick, place of residence of females",15 to 19 years,"Total, pregnancies",839
2000,"New Brunswick, place of residence of females",15 to 19 years,"Total, pregnancies",33.3
2000,"New Brunswick, place of residence of females",15 to 19 years,Live births,554
2000,"New Brunswick, place of residence of females",15 to 19 years,Live births,22.0
2000,"New Brunswick, place of residence of females",15 to 19 years,Induced abortions,255
2000,"New Brunswick, place of residence of females",15 to 19 years,Induced abortions,10.1
2000,"New Brunswick, place of residence of females",15 to 19 years,Fetal loss,30
2000,"New Brunswick, place of residence of females",15 to 19 years,Fetal loss,1.2
2000,"New Brunswick, place of residence of females",15 to 17 years,"Total, pregnancies",269
2000,"New Brunswick, place of residence of females",15 to 17 years,"Total, pregnancies",17.8
2000,"New Brunswick, place of residence of females",15 to 17 years,Live births,140
2000,"New Brunswick, place of residence of females",15 to 17 years,Live births,9.2
2000,"New Brunswick, place of residence of females",15 to 17 years,Induced abortions,117
2000,"New Brunswick, place of residence of females",15 to 17 years,Induced abortions,7.7
2000,"New Brunswick, place of residence of females",15 to 17 years,Fetal loss,12
2000,"New Brunswick, place of residence of females",15 to 17 years,Fetal loss,0.8
2000,"New Brunswick, place of residence of females",18 to 19 years,"Total, pregnancies",570
2000,"New Brunswick, place of residence of females",18 to 19 years,"Total, pregnancies",56.8
2000,"New Brunswick, place of residence of females",18 to 19 years,Live births,414
2000,"New Brunswick, place of residence of females",18 to 19 years,Live births,41.3
2000,"New Brunswick, place of residence of females",18 to 19 years,Induced abortions,138
2000,"New Brunswick, place of residence of females",18 to 19 years,Induced abortions,13.8
2000,"New Brunswick, place of residence of females",18 to 19 years,Fetal loss,18
2000,"New Brunswick, place of residence of females",18 to 19 years,Fetal loss,1.8
2000,"New Brunswick, place of residence of females",20 to 24 years,"Total, pregnancies",2276
2000,"New Brunswick, place of residence of females",20 to 24 years,"Total, pregnancies",91.7
2000,"New Brunswick, place of residence of females",20 to 24 years,Live births,1795
2000,"New Brunswick, place of residence of females",20 to 24 years,Live births,72.4
2000,"New Brunswick, place of residence of females",20 to 24 years,Induced abortions,418
2000,"New Brunswick, place of residence of females",20 to 24 years,Induced abortions,16.8
2000,"New Brunswick, place of residence of females",20 to 24 years,Fetal loss,63
2000,"New Brunswick, place of residence of females",20 to 24 years,Fetal loss,2.5
2000,"New Brunswick, place of residence of females",25 to 29 years,"Total, pregnancies",2772
2000,"New Brunswick, place of residence of females",25 to 29 years,"Total, pregnancies",109.2
2000,"New Brunswick, place of residence of females",25 to 29 years,Live births,2496
2000,"New Brunswick, place of residence of females",25 to 29 years,Live births,98.4
2000,"New Brunswick, place of residence of females",25 to 29 years,Induced abortions,200
2000,"New Brunswick, place of residence of females",25 to 29 years,Induced abortions,7.9
2000,"New Brunswick, place of residence of females",25 to 29 years,Fetal loss,76
2000,"New Brunswick, place of residence of females",25 to 29 years,Fetal loss,3.0
2000,"New Brunswick, place of residence of females",30 to 34 years,"Total, pregnancies",1936
2000,"New Brunswick, place of residence of females",30 to 34 years,"Total, pregnancies",72.9
2000,"New Brunswick, place of residence of females",30 to 34 years,Live births,1768
2000,"New Brunswick, place of residence of females",30 to 34 years,Live births,66.6
2000,"New Brunswick, place of residence of females",30 to 34 years,Induced abortions,125
2000,"New Brunswick, place of residence of females",30 to 34 years,Induced abortions,4.7
2000,"New Brunswick, place of residence of females",30 to 34 years,Fetal loss,43
2000,"New Brunswick, place of residence of females",30 to 34 years,Fetal loss,1.6
2000,"New Brunswick, place of residence of females",35 to 39 years,"Total, pregnancies",758
2000,"New Brunswick, place of residence of females",35 to 39 years,"Total, pregnancies",23.8
2000,"New Brunswick, place of residence of females",35 to 39 years,Live births,660
2000,"New Brunswick, place of residence of females",35 to 39 years,Live births,20.7
2000,"New Brunswick, place of residence of females",35 to 39 years,Induced abortions,72
2000,"New Brunswick, place of residence of females",35 to 39 years,Induced abortions,2.3
2000,"New Brunswick, place of residence of females",35 to 39 years,Fetal loss,26
2000,"New Brunswick, place of residence of females",35 to 39 years,Fetal loss,0.8
2000,"New Brunswick, place of residence of females",40 years and over,"Total, pregnancies",105
2000,"New Brunswick, place of residence of females",40 years and over,"Total, pregnancies",3.3
2000,"New Brunswick, place of residence of females",40 years and over,Live births,71
2000,"New Brunswick, place of residence of females",40 years and over,Live births,2.3
2000,"New Brunswick, place of residence of females",40 years and over,Induced abortions,
2000,"New Brunswick, place of residence of females",40 years and over,Induced abortions,
2000,"New Brunswick, place of residence of females",40 years and over,Fetal loss,
2000,"New Brunswick, place of residence of females",40 years and over,Fetal loss,
2000,"New Brunswick, place of residence of females",Unknown age group,"Total, pregnancies",0
2000,"New Brunswick, place of residence of females",Unknown age group,Live births,0
2000,"New Brunswick, place of residence of females",Unknown age group,Induced abortions,0
2000,"New Brunswick, place of residence of females",Unknown age group,Fetal loss,0
2000,"Quebec, place of residence of females",All ages,"Total, pregnancies",105157
2000,"Quebec, place of residence of females",All ages,"Total, pregnancies",55.6
2000,"Quebec, place of residence of females",All ages,Live births,72007
2000,"Quebec, place of residence of females",All ages,Live births,38.1
2000,"Quebec, place of residence of females",All ages,Induced abortions,31125
2000,"Quebec, place of residence of females",All ages,Induced abortions,16.5
2000,"Quebec, place of residence of females",All ages,Fetal loss,2025
2000,"Quebec, place of residence of females",All ages,Fetal loss,1.1
2000,"Quebec, place of residence of females",Under 20 years,"Total, pregnancies",9368
2000,"Quebec, place of residence of females",Under 20 years,"Total, pregnancies",34.0
2000,"Quebec, place of residence of females",Under 20 years,Live births,3202
2000,"Quebec, place of residence of females",Under 20 years,Live births,11.6
2000,"Quebec, place of residence of females",Under 20 years,Induced abortions,6001
2000,"Quebec, place of residence of females",Under 20 years,Induced abortions,21.8
2000,"Quebec, place of residence of females",Under 20 years,Fetal loss,165
2000,"Quebec, place of residence of females",Under 20 years,Fetal loss,0.6
2000,"Quebec, place of residence of females",Under 15 years,"Total, pregnancies",169
2000,"Quebec, place of residence of females",Under 15 years,"Total, pregnancies",3.9
2000,"Quebec, place of residence of females",Under 15 years,Live births,19
2000,"Quebec, place of residence of females",Under 15 years,Live births,0.4
2000,"Quebec, place of residence of females",Under 15 years,Induced abortions,149
2000,"Quebec, place of residence of females",Under 15 years,Induced abortions,3.4
2000,"Quebec, place of residence of females",Under 15 years,Fetal loss,1
2000,"Quebec, place of residence of females",Under 15 years,Fetal loss,0.0
2000,"Quebec, place of residence of females",15 to 19 years,"Total, pregnancies",9199
2000,"Quebec, place of residence of females",15 to 19 years,"Total, pregnancies",39.6
2000,"Quebec, place of residence of females",15 to 19 years,Live births,3183
2000,"Quebec, place of residence of females",15 to 19 years,Live births,13.7
2000,"Quebec, place of residence of females",15 to 19 years,Induced abortions,5852
2000,"Quebec, place of residence of females",15 to 19 years,Induced abortions,25.2
2000,"Quebec, place of residence of females",15 to 19 years,Fetal loss,164
2000,"Quebec, place of residence of females",15 to 19 years,Fetal loss,0.7
2000,"Quebec, place of residence of females",15 to 17 years,"Total, pregnancies",2656
2000,"Quebec, place of residence of females",15 to 17 years,"Total, pregnancies",19.7
2000,"Quebec, place of residence of females",15 to 17 years,Live births,760
2000,"Quebec, place of residence of females",15 to 17 years,Live births,5.7
2000,"Quebec, place of residence of females",15 to 17 years,Induced abortions,1845
2000,"Quebec, place of residence of females",15 to 17 years,Induced abortions,13.7
2000,"Quebec, place of residence of females",15 to 17 years,Fetal loss,51
2000,"Quebec, place of residence of females",15 to 17 years,Fetal loss,0.4
2000,"Quebec, place of residence of females",18 to 19 years,"Total, pregnancies",6543
2000,"Quebec, place of residence of females",18 to 19 years,"Total, pregnancies",67.1
2000,"Quebec, place of residence of females",18 to 19 years,Live births,2423
2000,"Quebec, place of residence of females",18 to 19 years,Live births,24.8
2000,"Quebec, place of residence of females",18 to 19 years,Induced abortions,4007
2000,"Quebec, place of residence of females",18 to 19 years,Induced abortions,41.1
2000,"Quebec, place of residence of females",18 to 19 years,Fetal loss,113
2000,"Quebec, place of residence of females",18 to 19 years,Fetal loss,1.2
2000,"Quebec, place of residence of females",20 to 24 years,"Total, pregnancies",24681
2000,"Quebec, place of residence of females",20 to 24 years,"Total, pregnancies",100.2
2000,"Quebec, place of residence of females",20 to 24 years,Live births,14696
2000,"Quebec, place of residence of females",20 to 24 years,Live births,59.7
2000,"Quebec, place of residence of females",20 to 24 years,Induced abortions,9630
2000,"Quebec, place of residence of females",20 to 24 years,Induced abortions,39.1
2000,"Quebec, place of residence of females",20 to 24 years,Fetal loss,355
2000,"Quebec, place of residence of females",20 to 24 years,Fetal loss,1.4
2000,"Quebec, place of residence of females",25 to 29 years,"Total, pregnancies",31027
2000,"Quebec, place of residence of females",25 to 29 years,"Total, pregnancies",135.3
2000,"Quebec, place of residence of females",25 to 29 years,Live births,24231
2000,"Quebec, place of residence of females",25 to 29 years,Live births,105.7
2000,"Quebec, place of residence of females",25 to 29 years,Induced abortions,6290
2000,"Quebec, place of residence of females",25 to 29 years,Induced abortions,27.4
2000,"Quebec, place of residence of females",25 to 29 years,Fetal loss,506
2000,"Quebec, place of residence of females",25 to 29 years,Fetal loss,2.2
2000,"Quebec, place of residence of females",30 to 34 years,"Total, pregnancies",25179
2000,"Quebec, place of residence of females",30 to 34 years,"Total, pregnancies",99.5
2000,"Quebec, place of residence of females",30 to 34 years,Live births,19894
2000,"Quebec, place of residence of females",30 to 34 years,Live births,78.6
2000,"Quebec, place of residence of females",30 to 34 years,Induced abortions,4789
2000,"Quebec, place of residence of females",30 to 34 years,Induced abortions,18.9
2000,"Quebec, place of residence of females",30 to 34 years,Fetal loss,496
2000,"Quebec, place of residence of females",30 to 34 years,Fetal loss,2.0
2000,"Quebec, place of residence of females",35 to 39 years,"Total, pregnancies",12129
2000,"Quebec, place of residence of females",35 to 39 years,"Total, pregnancies",38.4
2000,"Quebec, place of residence of females",35 to 39 years,Live births,8530
2000,"Quebec, place of residence of females",35 to 39 years,Live births,27.0
2000,"Quebec, place of residence of females",35 to 39 years,Induced abortions,3216
