Date declaration of state of emergency,Extension,Date of Report on derogation of human rights to Human Rights Committee,Date lifting state of emergency,Duration (days),Country,Derogation ICCPR Article 8.3,Derogation ICCPR Article 9.2,Derogation ICCPR Article 9.3,Derogation ICCPR Article 10,Derogation ICCPR Article 12.1,Derogation ICCPR Article 12.2,Derogation ICCPR Article 13,Derogation ICCPR Article 14,Derogation ICCPR Article 17.1,Derogation ICCPR Article 17.2,Derogation ICCPR Article 19.1,Derogation ICCPR Article 19.2,Derogation ICCPR Article 20,Derogation ICCPR Article 21,Derogation ICCPR Article 22.1,Derogation ICCPR Article 22.2,Derogation ICCPR Article 23,Derogation ICCPR Article 24,Derogation ICCPR Article 25,Derogation ICCPR Article 26,Derogation ICCPR Article 27,Source,Declaratory organ,Declaratory person,Region,Trigger,Legal background,News sources,National/subnational,Details,Duration and other limitations of SoE according to consitution or other law,,,,,,,,,,,,,,,,
06/04/1996,Yes,10/02/1997,05/06/1996,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 015-96-DE/CCFFAA, C.N.451.1996.TREATIES-10",President,Alberto Fujimori Fujimori,The Chincheros and Andahuaylas provinces of the department of Apurímac.,Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
05/04/1996,Yes,10/02/1997,04/06/1996,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 013-00-DE/CCFFAA , C.N.451.1996.TREATIES-10",President,Alberto Fujimori Fujimori,"Oxapampa province of the department of Pasco; the Satipo and Chanchamayo provinces of the department of Junin; the Huancavelica, Castrovirreyna and Huaytara provinces of the department of Huancavelica; the Huamanga, Cangallo and La Mar provinces of the
department of Ayacucho; and the Quimbiri and Pichari districts of La Convencion province in the department of Cuzco.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
05/04/1996,Yes,10/02/1997,04/06/1996,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 014-96-DE/CCFFAA, C.N.451.1996.TREATIES-10",President,Alberto Fujimori Fujimori,"The department of Huanuco, (except in the Puerto Inca, Yarowilca and Dos de Mayo provinces and the Huacrachuco district of the province of Maranon) and San Martin and the Yurimaguas district of the Alto Amazonas province of the department of Loreto.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
06/03/1996,Yes,30/12/1996,05/05/1996,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 010-96-DE/CCFFAA, C.N.459.1996.TREATIES-11",President,Alberto Fujimori Fujimori,The provinces of Coronel Portillo and Padre Abad of the Department of Ucayali and the Province of Puerto Inca of the Department of Huanuco.,Man-made disaster,Constitution,N/A,sub-national,"According to the government, the extension was prompted by the occurrence of subversive actions which have caused a civil disturbance and by the need to take corrective measures for the purposes of the process of pacification.","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
06/02/1996,Yes,10/02/1997,06/04/1996,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 009, C.N.451.1996.TREATIES-10",President,Alberto Fujimori Fujimori,"The Chincheros, Andahuaylas, Abancay and Aymaraes provinces of the department of Apurímac.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
05/02/1996,Yes,10/02/1997,05/04/1996,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 008, C.N.451.1996.TREATIES-10",President,Alberto Fujimori Fujimori,"Oxapampa province of the department of Pasco; the Satipo and Chanchamayo provinces of the department of Junin; the Huancavelica, Castrovirreyna and Huaytara provinces of the department of Huancavelica; the Huamanga, Lucanas, Cangallo and La Mar provinces of the department of Ayacucho; and the Quimbiri and Pichari districts of the La Convención province in the department of Cuzco.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
05/02/1996,Yes,10/02/1997,05/04/1996,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 007, C.N.451.1996.TREATIES-10",President,Alberto Fujimori Fujimori,"The department of Huanuco, (except in the Puerto Inca, Yarowilca and Dos de Mayo provinces and the Huacrachuco district of the province of Maranon) and San Martin and the Yurimaguas district of the Alto Amazonas province of the department of Loreto.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
31/01/1996,Yes,07/11/1995,30/04/1996,90,Colombia,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,"Depositary Notification of of Decree No. 205 of 29 January 1996, C.N.107.1996.TREATIES-2",President,Ernesto Samper Pizano,nation-wide,Man-made disaster,Constitution,N/A,national,"According to the government acts of violence attributed to criminal and terrorist organizations have occurred in different regions of the country and are seriously and manifestly disturbing public order. On 7 May 1996, the Government of Colombia notified the
Secretary-General of a declaration, made under article 4 (3) of the Covenant, to the effect that pursuant to article 3 of Decree No. 0717 of 18 April 1996, the guarantee set forth in article 12 of the Covenant was to be restricted.","The Constitution of Colombia of 1991 states in Art. 213 that a state of emergency declaration may be made during times of severe internal disturbance, which does not exceed 90 days in duration. This includes the possibility of two extension periods. Supplementary is Art. 215 concerning the times in which a state of emergency may be declared. (Constitution in Spanish: http://www.wipo.int/wipolex/en/details.jsp?id=5431)",,,,,,,,,,,,,,,,
07/01/1996,Yes,30/12/1996,07/03/1996,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 002-96-DE/CCFFAA, C.N.459.1996.TREATIES-11",President,Alberto Fujimori Fujimori,"The provinces of Lima, Barranca and Huarochiri of the department of Lima and the Constitutional province of Callao.",Man-made disaster,Constitution,N/A,sub-national,"According to the government, the extension was prompted by the occurrence of subversive actions which have caused a civil disturbance and by the need to take corrective measures for the purposes of the process of pacification.","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
08/12/1995,Yes,10/02/1997,06/02/1996,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 080-95-DE/CCFFAA, C.N.451.1996.TREATIES-10",President,Alberto Fujimori Fujimori,"The Chincheros, Andahuaylas, Abancay and Aymaraes provinces of the department of Apurímac.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
07/12/1995,Yes,10/02/1997,05/02/1996,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 078-95-DE/CCFFAA, C.N.451.1996.TREATIES-10",President,Alberto Fujimori Fujimori,"Oxapampa province of the department of Pasco; the Huancayo, Satipo and Chanchamayo provinces of the department of Junin; the Huancavelica, Castrovirreyna and Huaytara provinces of the department of Huancavelica; the Huamanga, Lucanas, Cangallo and La Mar provinces of the department of Ayacucho; and the Quimbiri and Pichari districts of the La Convencion province of the department of Cuzco.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
07/12/1995,Yes,10/02/1997,05/02/1996,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 079-95-DE/CCFFAA, C.N.451.1996.TREATIES-10",President,Alberto Fujimori Fujimori,"The department of Huanuco, (except in the Puerto Inca, Yarowilca and Dos de Mayo provinces and the Huacrachuco district of the province of Maranon) and San Martin and the Yurimaguas district of the Alto Amazonas province of the department of Loreto.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
08/11/1995,Yes,30/12/1996,07/01/1996,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 074-95-DE/CCFFAA, C.N.459.1996.TREATIES-11",President,Alberto Fujimori Fujimori,"The provinces of Lima, Barranca and Huarochiri of the department of Lima and the Constitutional province of Callao.",Man-made disaster,Constitution,N/A,sub-national,"According to the government, the extension was prompted by the occurrence of subversive actions which have caused a civil disturbance and by the need to take corrective measures for the purposes of the process of pacification.","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
07/11/1995,Yes,30/12/1996,06/01/1996,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 073-95-DE/CCFFAA, C.N.459.1996.TREATIES-11",President,Alberto Fujimori Fujimori,"The provinces of Coronel Portillo and Padre Abad of the Department of Ucayali, the province of Ucayali of the department of Loreto and the province of Puerto Inca of the department of Huanuco.",Man-made disaster,Constitution,N/A,sub-national,"According to the government, the extension was prompted by the occurrence of subversive actions which have caused a civil disturbance and by the need to take corrective measures for the purposes of the process of pacification.","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
03/11/1995,No,07/11/1995,01/02/1996,90,Colombia,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,"Depositary Notification of of Decree No. 1900 of 2 November 1995, C.N.107.1996.TREATIES-2",President,Ernesto Samper Pizano,nation-wide,Man-made disaster,Constitution,N/A,national,According to the government acts of violence attributed to criminal and terrorist organizations have occurred in different regions of the country and are seriously and manifestly disturbing public order.,"The Constitution of Colombia of 1991 states in Art. 213 that a state of emergency declaration may be made during times of severe internal disturbance, which does not exceed 90 days in duration. This includes the possibility of two extension periods. Supplementary is Art. 215 concerning the times in which a state of emergency may be declared. (Constitution in Spanish: http://www.wipo.int/wipolex/en/details.jsp?id=5431)",,,,,,,,,,,,,,,,
09/10/1995,Yes,10/02/1997,08/12/1995,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 067-95-DE/CCFFAA, C.N.451.1996.TREATIES-10",President,Alberto Fujimori Fujimori,"The Chincheros, Andahuaylas, Abancay and Aymaraes provinces of the department of Apurímac.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
08/10/1995,Yes,10/02/1997,07/12/1995,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 066-95-DE/CCFFAA, C.N.451.1996.TREATIES-10",President,Alberto Fujimori Fujimori,"Oxapampa province of the department of Pasco; the Huancayo, Satipo and Chanchamayo provinces of the department of Junin; the Huancavelica, Castrovirreyna and Huaytara provinces of the department of Huancavelica; the Huamanga, Lucanas, Cangallo and La Mar provinces of the department of Ayacucho; and the Quimbiri and Pichari districts of the La Convencion province of the department of Cuzco.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
08/10/1995,Yes,10/02/1997,07/12/1995,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 065-95-DE/CCFFAA, C.N.451.1996.TREATIES-10",President,Alberto Fujimori Fujimori,"The department of Huanuco, (except in the Puerto Inca, Yarowilca and Dos de Mayo provinces and the Huacrachuco district of the province of Maranon) and San Martin and the Yurimaguas district of the Alto Amazonas province of the department of Loreto.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
11/09/1995,Yes,20/02/1996,10/11/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 060-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,"Provs. of Chumbivilcas, Canas and Canchis in the dept. of Cuzco.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
09/09/1995,Yes,30/12/1996,08/11/1995,60,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Supreme Decree No. 059-DE/CCFFAA, C.N.459.1996.TREATIES-11",President,Alberto Fujimori Fujimori,"The provinces of Lima, Barranca and Huarochiri of the department of Lima and the Constitutional province of Callao.",Man-made disaster,Constitution,N/A,sub-national,"According to the government, the extension was prompted by the occurrence of subversive actions which have caused a civil disturbance and by the need to take corrective measures for the purposes of the process of pacification.","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
08/09/1995,Yes,20/02/1996,07/11/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 058-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,Provs. of Coronel Portillo and Padre Abad in the dept. of Ucayali; prov. of Ucayali in the dept. of Loreto; prov. of Puerto Inca in the dept. of Huanuco.,Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
11/08/1995,Yes,20/02/1996,10/10/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 048-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,"Provs. of Chincheros, Andahuaylas, Abancay and Aymaraes in the dept. of Apurimac.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
09/08/1995,Yes,20/02/1996,08/10/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 047-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,Depts. of Huanuco (except the prov. of Puerto Inca and dist. Of Huacrachuco) and San Martin; dist. of Yurimaguas in the prov. of Alto Amazonas in the dept. of Loreto.,Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
09/08/1995,Yes,20/02/1996,08/10/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 046-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,"Prov. of Oxapampa in the dept. of Pasco; provs. of Huancayo, Concepción, Jauja, Satipo and Chanchamayo in the dept. of Junin; provs. of Castrovirreyna, Huaytara and Huancavelica in the dept. of Huancavelica; provs. of Lucanas, Huamanga, Cangallo and La Mar in
the dept. of Ayacucho; dist. of Quimbiri in the prov. of La Convencion in the dept. of Cuzco.
",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
03/08/1995,No,18/08/1995,07/08/1995,4,Trinidad and Tobago,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Proclamation issued on 3 August 1995, C.N.303.1995.TREATIES-7; a resolution lifting the State of Emergency was passed on 7-8-1995 by the House of Representatives.",President,Noor Mohamed Hassanali,The City of Port of Spain,Man-made disaster,Constitution,N/A,sub-national,"As indicated by the Government of Trinidad and Tobago, action has been taken or is immediately threatened by persons or bodies of persons of such a nature and on so extensive a scale as to be likely to endanger the public safety or to deprive the community of supplies or services essential to life.",The constitution of Trinidad and Tobago of 1976 states in art. 9 (2) that a proclamation of a state of public emergency by the President may not exceed 15 days. The proclamation needs to be presented to Parliament and may be extended up to 3 months by the Parliament under article 10 (1). (http://www.wipo.int/wipolex/en/details.jsp?id=6900),,,,,,,,,,,,,,,,
26/07/1995,Yes,26/07/1995,15/10/1995,90,Bolivia (Plurinational State of),No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 24701, C.N.248.1995.TREATIES-6; lifted by C.N.395.1995.TREATIES-12",President,Gonzalo Sánchez de Lozada,nation-wide,Man-made disaster,Constitution,N/A,national,"The reasons for the declaration of this state of siege, as indicated by the Government of Bolivia, were due to the fact that leaders, particularly from the teaching profession and from political groups having close ties to trade union leaders have organized strikes, embargoes and violence against individuals and property, in an effort to bypass existing laws and disrupt the public order and peace in the country. Moreover, assemblies of people openly disregarding the Constitution of the State and the laws have arrogated to themselves the sovereignty of the people, seeking to create bodies outside the supreme law of the nation and the other laws.","The Constitution of 1967 specifies in article 111 that the Executive shall not declare a State of Siege that is longer than 90 days, or declare another State of Siege in the same year, without the approval of Congress. In Spanish: http://www.wipo.int/wipolex/en/details.jsp?id=6716",,,,,,,,,,,,,,,,
18/07/1995,Yes,01/09/1995,17/02/1999,1310,Venezuela,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,"Depositary Notification of Decree No. 00829, C.N.380.1995.TREATIES-11; lifted by Decree No. 11 of 17 February 1999, C.N.360.1999.TREATIES-5",President,Rafael Caldera,"The autonomous municipalities of Rosario de Perija and Catatumbo, State of Zulia; Garcia de Hevia, Pedro Maria Urena, Bolivar, Panamericano and Fernandez Feo, State of Tachira; Paez, Pedro Camejo and Romulo Gallegos, State of Apure; and Atures, Atuana, Manapiare, Atabapo, Alto Orinoco and Guainia, State of Amazonas.",Man-made disaster,Constitution,N/A,sub-national,"The Government considers that the situation in these border municipalities, where the theatre of conflict and the theatre of operations No. 1 were decreed, requires that, in the interest of protecting our borders, the above-mentioned guarantees remain suspended.","The Constitution of Venezuela of 1961 states that the President cann declare a state of emergency. Restrictions or suspension of the constitutional guarantees shall be limited to the detention or confinement of the suspects, and must be submitted to the consideration of Congress or of the Delegated Committee within the ten days following their adoption. If either body declares them to be unjustified, they shall terminate immediately; otherwise they may be maintained up to a limit of not more than ninety days.  (art. 240-244, http://pdba.georgetown.edu/Constitutions/Venezuela/ven1961.html) ",,,,,,,,,,,,,,,,
13/07/1995,Yes,20/02/1996,11/09/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 044-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,"Provs. of Paruro, Acomayo, Chumbivilcas, Canas and Canchis in the dept. of Cuzco.
",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
11/07/1995,Yes,20/02/1996,09/09/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 043-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,"Provs. of Lima, Barranca and Huarochiri in the dept. of Lima; const, prov. of Callao.
",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
11/07/1995,Yes,20/02/1996,09/09/1995,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 042-95-DE, C.N.460.1995.TREATIES-13",President,Alberto Fujimori Fujimori,Provs. of Coronel Portillo and Padre Abad in the dept. of Ucayali; prov. of Ucayali in the dept. of Loreto; prov. of Puerto Inca in the dept. of Huanuco.,Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
